tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
JOUT,2021,1,297.999,Pre,40,Helen Johnson Leopold,Chairman and Chief Executive Officer,"The big screen model of that offering, the new Helix 15 model, boasts a giant 15.4-inch ultra-bright and crystal-clear display that enables visibility of the details provided by exclusive Hummingbird sonar navigation and networking technologies.",0.090519304,9.817796336,0
JOUT,2021,1,308.322,Pre,41,Helen Johnson Leopold,Chairman and Chief Executive Officer,"The Helix 15, along with Hummingbird's ultra-big screen Solex series, rounds out our product offering of the very best in large screen fish finders.",0.999999983,10.81779632,0
JOUT,2021,1,315.749,Pre,42,Helen Johnson Leopold,Chairman and Chief Executive Officer,"In Minn Kota, we are continuing to see positive sales momentum with the award-winning Raptor shallow water anchor.",0.999999992,11.81779631,0
JOUT,2021,1,335.919,Pre,43,Helen Johnson Leopold,Chairman and Chief Executive Officer,"Raptor is the only shallow water anchor to feature two industry-first technologies, active anchoring, and auto-bottom mode, which enable these shallow water anchors to automatically monitor the water and the bottom conditions to keep the boat anchored firmly in place no matter what the fishing situation is that they encounter.",0.000345843,11.81814215,0
JOUT,2021,1,347.181,Pre,44,Helen Johnson Leopold,Chairman and Chief Executive Officer,"Looking ahead, sustaining our innovation and technology leadership position in the fishing market remains a top priority, and we have more exciting new products in the pipeline.",0.999999345,12.8181415,0
JOUT,2021,1,360.85,Pre,45,Helen Johnson Leopold,Chairman and Chief Executive Officer,"In watercraft recreation, we saw strong demand across all product lines and continued enthusiasm for our Old Town Sportsman line of power pedal and paddle fishing kayaks that was launched last fiscal year.",0.999999989,13.81814149,0
JOUT,2021,1,378.217,Pre,46,Helen Johnson Leopold,Chairman and Chief Executive Officer,"The flagship model of this innovative new line, the award-winning Sportsman Autopilot 120, utilizes a GPS-enabled Minn Kota trolling motor to propel, steer, and anchor the kayak with its unique SpotLock technology, providing kayak anglers with hands-free fishing.",0.992786328,14.81092782,0
JOUT,2021,1,383.913,Pre,47,Helen Johnson Leopold,Chairman and Chief Executive Officer,We hope to continue the positive momentum of the Sportsman line in its second year on the market.,0.999999997,15.81092781,0
JOUT,2021,1,400.908,Pre,48,Helen Johnson Leopold,Chairman and Chief Executive Officer,"Camping is one of the most accessible outdoor activities that people have been able to do safely, and both our JetBowl and Eureka brands have benefited from the surge of participation in the activity and our hard work in understanding our target consumer is paying off.",0.999999988,16.8109278,0
JOUT,2021,1,405.632,Pre,49,Helen Johnson Leopold,Chairman and Chief Executive Officer,Demand for Eureka tents and stoves continues to beat expectations.,0.999999988,17.81092779,0
JOUT,2021,1,415.163,Pre,50,Helen Johnson Leopold,Chairman and Chief Executive Officer,"and Jetboil, the technology leader in portable outdoor cooking systems, just recently launched exciting new innovation called the Stash.",0.99881075,18.80973854,0
JOUT,2021,1,426.668,Pre,51,Helen Johnson Leopold,Chairman and Chief Executive Officer,"The Stash is the lightest all-in-one backpacking stove system that Jetboil has ever made, and we are excited for our newest technology to hit online and retail shelves very soon.",0.999997987,19.80973653,0
JOUT,2021,1,439.93,Pre,52,Helen Johnson Leopold,Chairman and Chief Executive Officer,"ScubaPro is the most trusted dive brand in the world, and while the destination diving market continues to be impacted by travel restrictions, We're continuing our work to promote and support local diving.",0.995511872,20.8052484,0
JOUT,2021,1,454.6,Pre,53,Helen Johnson Leopold,Chairman and Chief Executive Officer,"While we are taking steps to simplify our diving business during this challenging time, our team continues to focus on investing in innovation and enhancing our digital presence globally with new European websites and e-commerce.",0.996068008,21.80131641,0
JOUT,2021,1,459.344,Pre,54,Helen Johnson Leopold,Chairman and Chief Executive Officer,These efforts will ensure ScubaPro is in a strong position for the future.,0.999999986,22.80131639,0
JOUT,2021,1,462.895,Pre,55,Helen Johnson Leopold,Chairman and Chief Executive Officer,It was an unprecedented start to the year.,0.987690363,23.78900675,0
JOUT,2021,1,474.942,Pre,56,Helen Johnson Leopold,Chairman and Chief Executive Officer,"While indications are strong that it will be a good season ahead and people will continue to be eager to get outdoors, the COVID-19 pandemic still brings uncertainty and challenges to work through.",-0.981568278,22.80743848,0
JOUT,2021,1,486.268,Pre,57,Helen Johnson Leopold,Chairman and Chief Executive Officer,"Looking ahead, we will continue to focus on keeping pace with demand as well as leveraging our market-leading brands and driving innovation to maximize the heightened interest in outdoor recreations.",0.989044584,23.79648306,0
JOUT,2021,1,511.846,Pre,58,Helen Johnson Leopold,Chairman and Chief Executive Officer,"Our ongoing investment into understanding our consumers, sustaining innovation leadership, identifying new sources and paths of growth in our markets, as well as optimizing our digital consumer experience as more and more consumers research and purchase online, are all key to ensuring progress towards our goal of delivering sustained profitable growth.",0.99999162,24.79647468,0
JOUT,2021,1,516.369,Pre,59,Helen Johnson Leopold,Chairman and Chief Executive Officer,Now I'll turn the call over to Dave for a review of the financial highlights.,-0.000972802,24.79550188,0
JOUT,2021,1,518.477,Pre,60,David Johnson,Vice President and Chief Financial Officer,"Thank you, Helen.",0.070960288,24.86646217,0
JOUT,2021,1,519.477,Pre,61,David Johnson,Vice President and Chief Financial Officer,"Good morning, everyone.",0.500621597,25.36708376,0
JOUT,2021,1,527.1,Pre,62,David Johnson,Vice President and Chief Financial Officer,"As Helen mentioned, we came into our fiscal first quarter with a strong demand in our fishing, camping, and watercraft recreation businesses.",0.999999996,26.36708376,0
JOUT,2021,1,535.183,Pre,63,David Johnson,Vice President and Chief Financial Officer,"We've been working hard to produce as much as we can, including adding more shifts and managing our supply chain to increase capacity where possible.",0.997735909,27.36481967,0
JOUT,2021,1,542.245,Pre,64,David Johnson,Vice President and Chief Financial Officer,"Operating profit was up significantly versus the prior year quarter, driven primarily by sales growth year over year.",0.999999996,28.36481967,0
JOUT,2021,1,557.036,Pre,65,David Johnson,Vice President and Chief Financial Officer,"Gross margin of 45.3% is up 3.4 points from last year's first quarter, primarily driven by a higher absorption of fixed cost due to increased sales volume, and we had an improved product mix.",0.999999993,29.36481966,0
JOUT,2021,1,566.078,Pre,66,David Johnson,Vice President and Chief Financial Officer,Operating expenses rose due to higher volume-related expenses and the impact of favorable market conditions on the company's deferred compensation plan assets.,0.999995742,30.3648154,0
JOUT,2021,1,578.195,Pre,67,David Johnson,Vice President and Chief Financial Officer,"This resulted in approximately $1.4 million of higher deferred compensation expense in the current year quarter, which was completely offset by a gain in other income related to marking the assets to market.",0.005600682,30.37041608,0
JOUT,2021,1,584.979,Pre,68,David Johnson,Vice President and Chief Financial Officer,Net income for the year was $19.8 million compared to $6.4 million in the prior fiscal first quarter.,-5.20E-05,30.37036404,0
JOUT,2021,1,588.791,Pre,69,David Johnson,Vice President and Chief Financial Officer,The effective tax rate is 23.7% compared to last year's rate of 25.1%.,-3.95E-05,30.37032454,0
JOUT,2021,1,590.422,Pre,70,David Johnson,Vice President and Chief Financial Officer,We expect the four-year tax rate to be in the mid-20s.,-2.29E-05,30.37030168,0
JOUT,2021,1,601.215,Pre,71,David Johnson,Vice President and Chief Financial Officer,Networking capital is up versus last year's first quarter due to higher receivables and increased inventory.,0.75324709,31.12354877,0
JOUT,2021,1,609.177,Pre,72,David Johnson,Vice President and Chief Financial Officer,"While we're seeing strong demand, like others in the industry, we continue to actively manage risks associated with our global supply chain.",0.999994176,32.12354294,0
JOUT,2021,1,619.359,Pre,73,David Johnson,Vice President and Chief Financial Officer,"Our balance sheet is strong, and our healthy cash position will continue to provide a competitive advantage as we make smart investments to strengthen the business and drive value for our shareholders.",0.999999993,33.12354294,0
JOUT,2021,2,5.454,Pre,1,Operator,,"Hello, everyone, and welcome to the Johnson Outdoors Second Quarter 2021 Earnings Conference Call.",0.002586519,0.002586519,0
JOUT,2021,2,11.96,Pre,2,Operator,,"Today's call will be led by Helen Johnson Leipold, Johnson Outdoors Chairman and Chief Executive Officer.",-5.42E-06,0.0025811,0
JOUT,2021,2,16.724,Pre,3,Operator,,"Also on the call is David Johnson, Vice President and Chief Financial Officer.",-2.98E-05,0.002551325,0
JOUT,2021,2,22.25,Pre,4,Operator,,"Prior to the question and answer session, all participants will be placed in a listen-only mode.",-7.91E-06,0.002543419,0
JOUT,2021,2,25.924,Pre,5,Operator,,"After the prepared remarks, the question and answer session will begin.",-4.87E-05,0.002494673,0
JOUT,2021,2,31.025,Pre,6,Operator,,"If you'd like to ask a question during that time, please press star, then your number one on your telephone keypad.",-0.000351753,0.00214292,0
JOUT,2021,2,32.725,Pre,7,Operator,,This call is being recorded.,5.07E-05,0.002193614,0
JOUT,2021,2,36.826,Pre,8,Operator,,Your participation implies consent to our recording this call.,1.26E-06,0.002194871,0
JOUT,2021,2,39.626,Pre,9,Operator,,"If you do not agree to this term, simply drop off the line.",-0.00712091,-0.004926039,0
JOUT,2021,2,43.827,Pre,10,Operator,,I would now like to turn the call over to Patricia Penman from Johnson Outdoors.,-0.007250916,-0.012176955,0
JOUT,2021,2,44.848,Pre,11,Operator,,"Please go ahead, Ms.",-0.00733152,-0.019508475,0
JOUT,2021,2,44.908,Pre,12,Operator,,Penman.,-0.001337078,-0.020845553,0
JOUT,2021,2,46.688,Pre,13,Patricia Penman,Vice President of Investor Relations,Patricia Penman Thank you.,0.2550819,0.234236347,0
JOUT,2021,2,47.815,Pre,14,Patricia Penman,Vice President of Investor Relations,"Good morning, everyone.",0.500621597,0.734857944,0
JOUT,2021,2,53.896,Pre,15,Patricia Penman,Vice President of Investor Relations,Thank you for joining us for our discussion of Johnson Outdoors results for the 2021 fiscal second quarter.,0.000246442,0.735104386,0
JOUT,2021,2,60.858,Pre,16,Patricia Penman,Vice President of Investor Relations,"If you need a copy of today's news release, it is available at our website at johnsonoutdoors.com under Investor Relations.",-2.45E-05,0.735079857,0
JOUT,2021,2,65.639,Pre,17,Patricia Penman,Vice President of Investor Relations,I also need to remind you that this conference column may contain forward-looking statements.,-0.00861756,0.726462297,0
JOUT,2021,2,71.32,Pre,18,Patricia Penman,Vice President of Investor Relations,These statements are made on the basis of our current views and assumptions and are not guarantees of future performance.,-0.008551744,0.717910553,0
JOUT,2021,2,78.168,Pre,19,Patricia Penman,Vice President of Investor Relations,"Actual events may differ materially from those statements due to a number of factors, many beyond Johnson Outdoors control.",-0.032253284,0.685657269,0
JOUT,2021,2,84.753,Pre,20,Patricia Penman,Vice President of Investor Relations,These risks and uncertainties include those listed in our press release and filings with the Securities and Exchange Commission.,-0.331187753,0.354469516,0
JOUT,2021,2,89.697,Pre,21,Patricia Penman,Vice President of Investor Relations,"If you have additional questions following the call, please contact Dave Johnson or me.",-0.001399419,0.353070097,0
JOUT,2021,2,93.04,Pre,22,Patricia Penman,Vice President of Investor Relations,It is now my pleasure to turn the call over to Helen Johnson-Leopold.,-0.001784506,0.351285591,0
JOUT,2021,2,95.462,Pre,23,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Thanks, Pat.",0.019573282,0.370858873,0
JOUT,2021,2,97.644,Pre,24,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Good morning, and thank you for joining us.",0.64079538,1.011654253,0
JOUT,2021,2,104.964,Pre,25,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"I'll begin with an overview of the quarter and year-to-date results, and then I'll share perspective on the performance and outlook for our businesses.",1.39E-05,1.011668143,0
JOUT,2021,2,109.008,Pre,26,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Dave will review key financials, and then we'll take your questions.",-3.92E-06,1.011664218,1
JOUT,2021,2,118.255,Pre,27,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Historically, the first six months of the fiscal year is our preseason ramp-up and selling period for the primary retail selling season.",-4.16E-06,1.01166006,0
JOUT,2021,2,134.267,Pre,28,Helen Johnson-Leopold,Chairman and Chief Executive Officer,But the ongoing impact of the COVID-19 pandemic and the increased interest in outdoor activities has resulted in unprecedented high demand for outdoor recreation products that has continued through our fiscal second quarter.,-0.3775253,0.63413476,0
JOUT,2021,2,148.119,Pre,29,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"As both customer and consumer demand remained strong, sales surged to $206.2 million during the second quarter, 26% ahead of last year.",0.999999998,1.634134758,0
JOUT,2021,2,161.054,Pre,30,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Strong operational efforts allowed the company to deliver these results, At the halfway mark fiscal year, total company year-to-date sales stand at $371.8 million, a 28% increase over same period year ago.",0.999999995,2.634134752,0
JOUT,2021,2,166.235,Pre,31,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Total company fiscal six-month operating profit increased 54.4% to $59.6 million compared with same period year ago.,0.999992871,3.634127624,0
JOUT,2021,2,187.167,Pre,32,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"For the second fiscal quarter, total operating profit was $36 million, versus $31.8 million in the previous year's quarter.",-0.002605566,3.631522058,0
JOUT,2021,2,195.373,Pre,33,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Net income for the quarter was $27.8 million or $2.76 per diluted share.,0.000224789,3.631746847,0
JOUT,2021,2,200.556,Pre,34,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Dave will discuss the key financial drivers in detail later in this call.,1.07E-05,3.631757509,0
JOUT,2021,2,215.183,Pre,35,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"The pandemic has been a catalyst for people to get outdoors, and as participation in outdoor activities has grown, we've been able to take advantage of the heightened interest by leveraging our portfolio of market-leading brands and innovation.",0.999999997,4.631757507,0
JOUT,2021,2,223.727,Pre,36,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"In fishing, our largest and most profitable business, participation has always been high, but it's been even higher during the pandemic.",0.994712348,5.626469855,0
JOUT,2021,2,237.452,Pre,37,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Robust demand from ENCODA and Hummingbird Technology continued through the second quarter as both new and seasoned anglers looked at Johnson Outdoors for the best fishing experiences possible.,0.999999854,6.626469709,0
JOUT,2021,2,245.177,Pre,38,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"With a strong heritage of innovation, quality, and durability, Minn Kota continues to be the industry leader in trolling motors.",0.999999988,7.626469697,0
JOUT,2021,2,253.742,Pre,39,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Sales continue to impress across all product lines as anglers look to Minn Kota as the trusted brand to help them catch more fish.,-0.999990844,6.626478852,0
JOUT,2021,2,268.129,Pre,40,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"We're also seeing continued success with Hummingbird's award-winning Mega 360 imaging, the only sonar option that provides a high-resolution, 360-degree view with unmatched detail and coverage.",0.999999989,7.626478842,0
JOUT,2021,2,271.492,Pre,41,Helen Johnson-Leopold,Chairman and Chief Executive Officer,as well as success with Mega Imaging Plus.,0.999999095,8.626477936,0
JOUT,2021,2,292.741,Pre,42,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Extending the depth range and expanding the side coverage areas, Mega Imaging Plus can be found in Hummingbird's new generation of Helix Fish Finders, providing anglers with the latest in innovative imaging technology and a variety of screen sizes, ensuring there is a helix to fit any angler's needs.",0.999910785,9.626388721,0
JOUT,2021,2,296.983,Pre,43,Helen Johnson-Leopold,Chairman and Chief Executive Officer,We will continue to invest in building upon our strengths.,0.998803579,10.6251923,0
JOUT,2021,2,311.398,Pre,44,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"our knowledge of fishing and fishing consumers, coupled with our technical know-how to maintain our pipeline of exciting new products and to sustain Minn Kota and Hummingbird's leadership position in the fishing market.",0.999999993,11.62519229,0
JOUT,2021,2,325.385,Pre,45,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"In watercraft recreation, our pedal drive system technology has been expanding to a broader audience as more people are eager to get out on the water and the fishing kayak segment especially continues to grow.",0.999994406,12.6251867,0
JOUT,2021,2,332.321,Pre,46,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Enthusiasm hasn't slowed down for the innovative line of sportsman kayaks that was launched last year.,-0.82369811,11.80148859,0
JOUT,2021,2,347.914,Pre,47,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"From the versatile pedal-powered sportsman salty kayak to the award-winning autopilot 120 motorized fishing kayak, the sportsman line offers a watercraft for everyone looking to enjoy the great day outdoors.",0.896052906,12.6975415,0
JOUT,2021,2,353.579,Pre,48,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Innovation is key to taking the camping experience from good to great.,0.997990976,13.69553247,0
JOUT,2021,2,364.562,Pre,49,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"And we're seeing our hard work pay off in understanding consumers' evolving needs and expectations and translating those insights into bigger, better, new product success.",0.999972691,14.69550516,0
JOUT,2021,2,375.065,Pre,50,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Since its launch earlier this year, we've seen consumer excitement for all-new, super-lightweight, jet-boiled stash stove.",0.999998187,15.69550335,0
JOUT,2021,2,379.246,Pre,51,Helen Johnson-Leopold,Chairman and Chief Executive Officer,We all know reducing weight on the trail is critical for backpackers.,0.001360639,15.69686399,0
JOUT,2021,2,389.419,Pre,52,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Stash is the lightest all-in-one backpacking stove system that Jeff Boyle, the technology leader in portable outdoor cooking systems, has ever made.",0.692245461,16.38910945,0
JOUT,2021,2,401.484,Pre,53,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"And as more people continue to look for ways to spend time outdoors this year, demand for our Eureka brand of tents and camp cooking technology continues to be expectations.",-0.524964316,15.86414513,0
JOUT,2021,2,423.875,Pre,54,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"In diving, while ongoing travel restrictions and lockdowns in certain countries continue to impact the diving market, We're continuing our work to promote and support local diving, taking steps to simplify our diving business during this challenging time and enhancing our digital presence globally with new European websites and e-commerce.",0.998141301,16.86228643,0
JOUT,2021,2,431.878,Pre,55,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"These efforts, along with sustained innovation, will strengthen Scuba Pro's position as the most trusted dive brand in the world.",0.999999989,17.86228642,0
JOUT,2021,2,439.141,Pre,56,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Looking ahead, our near-term focus is to keep pace with the strong demand in fishing, watercraft, recreation, and camping.",0.999994831,18.86228125,0
JOUT,2021,2,461.207,Pre,57,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Longer term, we remain committed to investing in our key strategic drivers, understanding our consumer, sustaining innovation leadership, identifying new sources and paths of growth in our markets, and optimizing our digital consumer experience as more consumers research and purchase online.",0.989955806,19.85223706,0
JOUT,2021,2,476.894,Pre,58,Helen Johnson-Leopold,Chairman and Chief Executive Officer,"Our ongoing hard work on these priorities ensures that our portfolio of market-leading brands is well positioned for success in 2021, and that we continue to deliver sustained, profitable, long-term growth for Johnson Outdoors.",0.999999995,20.85223706,0
JOUT,2021,2,481.375,Pre,59,Helen Johnson-Leopold,Chairman and Chief Executive Officer,Now I'll turn the call over to Dave for a review of the financial highlights.,-0.000972802,20.85126425,0
JOUT,2021,2,483.476,Pre,60,David Johnson,Vice President and Chief Financial Officer,"Thank you, Helen.",0.070960288,20.92222454,0
JOUT,2021,2,484.416,Pre,61,David Johnson,Vice President and Chief Financial Officer,"Good morning, everyone.",0.500621597,21.42284614,0
JOUT,2021,2,495.22,Pre,62,David Johnson,Vice President and Chief Financial Officer,"As Helen mentioned, the second quarter was another unprecedented period with strong sales in three of our four businesses, with market dynamics strong and retail inventories lean.",0.999999987,22.42284613,0
JOUT,2021,2,500.268,Pre,63,David Johnson,Vice President and Chief Financial Officer,Our excellent sales performance was the key driver in increasing profits during the quarter.,0.999999996,23.42284612,0
JOUT,2021,2,515.872,Pre,64,David Johnson,Vice President and Chief Financial Officer,"For the quarter, gross margin of 45.2% was down slightly versus the prior year quarter as a $1.1 million increase in tariffs and higher freight costs for raw materials offset overhead absorption benefits from higher volumes.",-0.999967644,22.42287848,0
JOUT,2021,2,528.717,Pre,65,David Johnson,Vice President and Chief Financial Officer,Operating expenses for the quarter increased $13.9 million driven primarily by higher sales driven expenses as well as higher variable and deferred compensation expenses between quarters.,0.831651863,23.25453034,0
JOUT,2021,2,537.522,Pre,66,David Johnson,Vice President and Chief Financial Officer,Deferred compensation expenses were up $4.7 million due to favorable valuations and were 100% offset in other income.,0.904217911,24.15874825,0
JOUT,2021,2,545.908,Pre,67,David Johnson,Vice President and Chief Financial Officer,Net income for the quarter was $27.8 million compared to $20.4 million in the prior fiscal year second quarter.,-0.000150756,24.15859749,0
JOUT,2021,2,549.42,Pre,68,David Johnson,Vice President and Chief Financial Officer,The year-to-date effective tax rate is 24.7% compared to last year's rate of 27.5%.,-4.72E-05,24.15855027,0
JOUT,2021,2,555.217,Pre,69,David Johnson,Vice President and Chief Financial Officer,we expect the four-year tax rate to be in the mid-20s.,-2.29E-05,24.15852741,0
