tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
AAPL,2021,1,835.956,Pre,38,Tim Cook,Chief Executive Officer,"The steep integration of hardware, software, and services have always defined our approach here, and it has delivered an all-time quarterly services record of $15.8 billion.",0.999999741,15.49191091,0
AAPL,2021,1,851.101,Pre,39,Tim Cook,Chief Executive Officer,"This was the first quarter of the Apple I bundle, which brings together many of our great services into an easy subscription, and with new content being added to these services every day, we feel very optimistic about where we are headed.",0.999999991,16.4919109,0
AAPL,2021,1,867.127,Pre,40,Tim Cook,Chief Executive Officer,"The App Store ecosystem has been so important as individuals, families, and businesses worldwide evolve and adapt to the COVID-19 pandemic, and we want to make sure that this unrivaled engine of innovation and opportunity continues.",0.99955118,17.49146208,0
AAPL,2021,1,878.931,Pre,41,Tim Cook,Chief Executive Officer,"This quarter, we also took a significant new step to help smaller developers continue to experiment, innovate, and scale the latest great app ideas.",0.999850673,18.49131275,0
AAPL,2021,1,890.509,Pre,42,Tim Cook,Chief Executive Officer,The App Store Small Business Program reduces the commission on the sale of digital goods and services to 15 percent for small businesses earning less than $1 million a year.,0.29901958,18.79033233,0
AAPL,2021,1,902.793,Pre,43,Tim Cook,Chief Executive Officer,"The program launched on January 1st, and we are already hearing from developers about how this change represents a transformation in their potential to create and grow on the App Store.",0.663955159,19.45428749,0
AAPL,2021,1,917.625,Pre,44,Tim Cook,Chief Executive Officer,"Tomorrow is International Privacy Day, and we continue to set new standards to protect users' right to privacy, not just for our own products, but to be the ripple in the pond that moves the whole industry forward.",0.060480943,19.51476844,0
AAPL,2021,1,931.412,Pre,45,Tim Cook,Chief Executive Officer,"Most recently, we're in the process of deploying new requirements across the App Store ecosystem that give users more knowledge about and new tools to control the ways that apps gather and share their personal data.",0.691331936,20.20610037,0
AAPL,2021,1,938.31,Pre,46,Tim Cook,Chief Executive Officer,"The winter holiday season is always a busy time for us and our products, but this year was unique.",0.174485577,20.38058595,0
AAPL,2021,1,943.274,Pre,47,Tim Cook,Chief Executive Officer,We had a record number of device activations during the last week of the quarter.,0.999994261,21.38058021,0
AAPL,2021,1,950.661,Pre,48,Tim Cook,Chief Executive Officer,"And as COVID-19 kept us apart, we saw the highest volume of FaceTime calls ever this Christmas.",0.999999884,22.38058009,0
AAPL,2021,1,966.761,Pre,49,Tim Cook,Chief Executive Officer,"As always, we could not have made so many holidays special without our talented and dedicated retail teams who helped us achieve a new all-time revenue record for retail, driven by very strong performance in our online store.",0.999999993,23.38058009,0
AAPL,2021,1,975.587,Pre,50,Tim Cook,Chief Executive Officer,"Particularly after the events of the last few weeks, we're focused on how we can help a moment of great national need.",0.000294671,23.38087476,0
AAPL,2021,1,982.821,Pre,51,Tim Cook,Chief Executive Officer,Because none of us should have any illusions about the challenges we face as we begin a new chapter in the American story.,-0.858061142,22.52281362,1
AAPL,2021,1,991.324,Pre,52,Tim Cook,Chief Executive Officer,"Hope for healing, for unity, and for progress begins with and depends on addressing the things that continue to wound us.",-0.002131505,22.52068211,0
AAPL,2021,1,1007.519,Pre,53,Tim Cook,Chief Executive Officer,"In our communities, we see how every burden from COVID-19 to the resulting economic challenges to the closure of in-person learning for students falls heaviest on those who have always faced structural barriers to opportunity and equality.",-0.95811733,21.56256478,0
AAPL,2021,1,1015.72,Pre,54,Tim Cook,Chief Executive Officer,"This month, Apple announced major new commitments through a $100 million racial equity and justice initiative.",5.20E-05,21.56261682,0
AAPL,2021,1,1033.51,Pre,55,Tim Cook,Chief Executive Officer,"The Propel Center launched with a $25 million commitment and with the support of historically black colleges and universities across the country, will help support the next generation of leaders in fields ranging from machine learning to app development to entrepreneurship and design.",0.995838573,22.55845539,0
AAPL,2021,1,1040.957,Pre,56,Tim Cook,Chief Executive Officer,And our new Apple Developer Academy in downtown Detroit will be the first of its kind in the United States.,3.56E-05,22.558491,0
AAPL,2021,1,1047.999,Pre,57,Tim Cook,Chief Executive Officer,"Detroit has a vibrant culture of Black entrepreneurship, including over 50,000 Black-owned businesses.",0.99996909,23.55846009,0
AAPL,2021,1,1057.61,Pre,58,Tim Cook,Chief Executive Officer,"We want to accelerate the potential of the app economy here, knowing there is no shortage of good ideas in such a creative, resilient, and dedicated community.",0.999824221,24.55828432,0
AAPL,2021,1,1074.773,Pre,59,Tim Cook,Chief Executive Officer,"Finally, We're committing $35 million across two investments in Harlem Capital and the Clear Vision Impact Fund that support, accelerate, and grow minority-owned businesses in areas of great potential and need.",0.029839847,24.58812416,0
AAPL,2021,1,1079.017,Pre,60,Tim Cook,Chief Executive Officer,"In December, we concluded an unmatched year of giving.",0.959488171,25.54761233,0
AAPL,2021,1,1095.195,Pre,61,Tim Cook,Chief Executive Officer,"Since the inception of the Apple Giving Program in 2011, Apple employees have donated nearly $600 million and volunteered more than 1.6 million hours to over 34,000 organizations of every stride.",-0.000524973,25.54708736,0
AAPL,2021,1,1110.44,Pre,62,Tim Cook,Chief Executive Officer,"Through our partnership with Product Red, we've adapted our 14-year, $250 million effort to support HIV and AIDS work globally to ensure that care continues even in the time of COVID.",7.58E-05,25.54716315,0
AAPL,2021,1,1117.756,Pre,63,Tim Cook,Chief Executive Officer,That includes delivering millions of units of personal protective equipment to healthcare providers in Zambia.,-3.59E-06,25.54715956,0
AAPL,2021,1,1129.96,Pre,64,Tim Cook,Chief Executive Officer,"And here in the United States, even with COVID's effects, we are ahead of schedule on our multi-year commitment to invest $350 billion throughout the American economy.",0.999833283,26.54699284,0
AAPL,2021,1,1134.522,Pre,65,Tim Cook,Chief Executive Officer,"As proud as this makes us, we know there is much more to be done.",0.999368706,27.54636155,0
AAPL,2021,1,1145.265,Pre,66,Tim Cook,Chief Executive Officer,"Looking forward, We continue to contend with the COVID-19 pandemic, but we must also now work to imagine what we will inherit on the other side.",-0.459645398,27.08671615,0
AAPL,2021,1,1149.875,Pre,67,Tim Cook,Chief Executive Officer,"When a disease recedes, we cannot simply assume that healing follows.",-0.035338903,27.05137725,0
AAPL,2021,1,1154.439,Pre,68,Tim Cook,Chief Executive Officer,"Even now, we see the deep scars that this period has left on our communities.",-0.999369517,26.05200773,0
AAPL,2021,1,1169.612,Pre,69,Tim Cook,Chief Executive Officer,"Trust has been compromised, opportunities have been lost, entire portions of our lives that we took for granted, schools for our children, meetings with our colleagues, small businesses that have endured for generations have simply disappeared.",-0.999994487,25.05201324,0
AAPL,2021,1,1189.649,Pre,70,Tim Cook,Chief Executive Officer,"It will take a society-wide effort across the public and private sectors as individuals and communities, every one of us, to ensure that what's ahead of us is not simply the end of a disease, but the beginning of something durable and hopeful for those who gave, suffered, and endured during this time.",0.911987981,25.96400123,0
AAPL,2021,1,1198.696,Pre,71,Tim Cook,Chief Executive Officer,"At Apple, we have every intention to be partners in this effort, and we look forward to working in communities around the world to make it possible.",0.001140868,25.96514209,0
AAPL,2021,1,1208.189,Pre,72,Tim Cook,Chief Executive Officer,"And as this chapter of uncertainty continues, so will our tireless work to help our customers stay safe, connected, and well.",0.999854251,26.96499634,0
AAPL,2021,1,1210.792,Pre,73,Tim Cook,Chief Executive Officer,"With that, I'll hand things over to Luca.",-0.000892833,26.96410351,0
AAPL,2021,1,1212.774,Pre,74,Luca Maestri,Chief Financial Officer,"Thank you, Tim.",0.046782458,27.01088597,0
AAPL,2021,1,1213.875,Pre,75,Luca Maestri,Chief Financial Officer,"Good afternoon, everyone.",0.238991696,27.24987767,0
AAPL,2021,1,1221.182,Pre,76,Luca Maestri,Chief Financial Officer,We started our fiscal 2021 with exceptional business and financial performance during the December quarter.,0.999999892,28.24987756,1
AAPL,2021,1,1229.373,Pre,77,Luca Maestri,Chief Financial Officer,"As we set all time records for revenue, operating income, net income, earnings per share, and operating cash flow.",0.016612108,28.26648967,0
AAPL,2021,1,1236.476,Pre,78,Luca Maestri,Chief Financial Officer,We are thrilled with the way our teams continue to innovate and execute throughout this period of elevated uncertainty.,0.99999997,29.26648964,0
AAPL,2021,1,1246.141,Pre,79,Luca Maestri,Chief Financial Officer,"Our revenue reached an all-time record of $111.4 billion, an increase of nearly $20 billion or 21% from a year ago.",0.999999893,30.26648953,0
AAPL,2021,1,1259.361,Pre,80,Luca Maestri,Chief Financial Officer,"We grew strong double digits in each of our product categories with all-time records for iPhone, wearables, home and accessories, and services, as well as a December quarter record for MAC.",0.999999996,31.26648952,0
AAPL,2021,1,1269.368,Pre,81,Luca Maestri,Chief Financial Officer,We also achieved double-digit growth and new all-time records in each of our five geographic segments and in the vast majority of countries that we track.,0.999999994,32.26648952,0
AAPL,2021,1,1274.631,Pre,82,Luca Maestri,Chief Financial Officer,"Products revenue was an all-time record of 95.7 billion, up 21% over a year ago.",0.999999996,33.26648951,0
AAPL,2021,1,1294.019,Pre,83,Luca Maestri,Chief Financial Officer,"As a consequence of this level of sales performance and the unmatched loyalty of our customers, our installed base of active devices passed $1.65 billion during the December quarter and reached an all-time record in each of our major product categories.",0.999999976,34.26648949,0
AAPL,2021,1,1300.063,Pre,84,Luca Maestri,Chief Financial Officer,"Our services set an all-time record of $15.8 billion, growing 24% year over year.",0.999999994,35.26648948,0
AAPL,2021,1,1311.005,Pre,85,Luca Maestri,Chief Financial Officer,We established new all-time records in most service categories and December quarter records in each geographic segment.,0.999469079,36.26595856,0
AAPL,2021,1,1314.566,Pre,86,Luca Maestri,Chief Financial Officer,I'll cover our services business in more detail later.,2.91E-06,36.26596148,0
AAPL,2021,1,1325.791,Pre,87,Luca Maestri,Chief Financial Officer,"Company gross margin was 39.8%, up 160 basis points sequentially, thanks to leverage from higher sales and a strong mix.",0.999999997,37.26596147,0
AAPL,2021,1,1334.563,Pre,88,Luca Maestri,Chief Financial Officer,"Products gross margin was 35.1%, growing 530 basis points sequentially, driven by leverage and mix.",0.999999624,38.2659611,0
AAPL,2021,1,1343.048,Pre,89,Luca Maestri,Chief Financial Officer,"Services gross margin was 68.4%, up 150 basis points sequentially, mainly due to a different mix.",0.999993426,39.26595452,0
AAPL,2021,1,1349.792,Pre,90,Luca Maestri,Chief Financial Officer,"Net income, diluted earnings per share, and operating cash flow were all-time records.",0.999999745,40.26595427,0
AAPL,2021,1,1356.321,Pre,91,Luca Maestri,Chief Financial Officer,"Net income was $28.8 billion, up $6.5 billion, or 29% over last year.",0.999994287,41.26594855,0
AAPL,2021,1,1362.667,Pre,92,Luca Maestri,Chief Financial Officer,"Diluted earnings per share were $1.68, up 35% over last year.",0.99999903,42.26594758,0
AAPL,2021,1,1368.432,Pre,93,Luca Maestri,Chief Financial Officer,"And operating cash flow was $38.8 billion, an improvement of $8.2 billion.",0.999999754,43.26594734,0
AAPL,2021,1,1374.998,Pre,94,Luca Maestri,Chief Financial Officer,Let me get into more detail for each of our revenue categories.,1.12E-06,43.26594846,0
AAPL,2021,1,1391.216,Pre,95,Luca Maestri,Chief Financial Officer,"iPhone revenue was a record $65.6 billion, growing 17% year over year, as demand for the iPhone 12 family was very strong despite COVID-19 and social distancing measures, which have impacted store operations in a significant manner.",0.999999992,44.26594845,0
AAPL,2021,1,1404.138,Pre,96,Luca Maestri,Chief Financial Officer,"Our active install base of iPhones reached a new all-time high and has now surpassed 1 billion devices, thanks to the exceptional loyalty of our customer base and strength of our ecosystem.",0.999999992,45.26594844,0
AAPL,2021,1,1413.982,Pre,97,Luca Maestri,Chief Financial Officer,"In fact, in the U.S., the latest survey of consumers from 451 Research indicates iPhone customer satisfaction of 98% for the iPhone 12 family.",0.989493648,46.25544209,0
AAPL,2021,1,1429.431,Pre,98,Luca Maestri,Chief Financial Officer,"Turning to services, as I said, we reached an all-time revenue record of $15.8 billion and set all-time records in App Store, cloud services, music, advertising, Apple Care, and payment services.",0.999999994,47.25544209,0
AAPL,2021,1,1446.86,Pre,99,Luca Maestri,Chief Financial Officer,"Our new service offerings, Apple TV+, Apple Arcade, Apple News+, Apple Card, Apple Fitness+, as well as the Apple One bundle, are also contributing to overall services growth and continue to add users, content, and features.",0.999999243,48.25544133,0
AAPL,2021,1,1452.268,Pre,100,Luca Maestri,Chief Financial Officer,The key drivers for our services growth all continue to move in the right direction.,0.999242866,49.2546842,0
AAPL,2021,1,1461.153,Pre,101,Luca Maestri,Chief Financial Officer,"First, our installed base growth has accelerated and is an all-time high across each major product category.",0.999999992,50.25468419,0
AAPL,2021,1,1474.26,Pre,102,Luca Maestri,Chief Financial Officer,"Second, the number of both transacting and paid accounts on our digital content stores reached a new all-time high during the December quarter, with paid accounts increasing double digits in each of our geographic segments.",0.999998545,51.25468273,0
AAPL,2021,1,1483.621,Pre,103,Luca Maestri,Chief Financial Officer,Paid subscriptions continue to grow nicely and we exceeded our target of 600 million paid subscriptions before the end of calendar 2020.,0.999999987,52.25468272,0
AAPL,2021,1,1498.884,Pre,104,Luca Maestri,Chief Financial Officer,"During the December quarter, we added more than 35 million sequentially, and we now have more than 620 million paid subscriptions across the services on our platform, up 140 million from just a year ago.",0.974350676,53.2290334,0
AAPL,2021,1,1508.154,Pre,105,Luca Maestri,Chief Financial Officer,"Finally, we continue to improve the breadth and quality of our current services offerings and are adding new services that we think our customers will love.",0.999999991,54.22903339,0
AAPL,2021,1,1519.197,Pre,106,Luca Maestri,Chief Financial Officer,"For example, Apple Music recently released its biggest product update ever, with features like Listen Now, All New Search, Personal Radio Stations, and AutoPlay.",2.46E-05,54.22905798,0
AAPL,2021,1,1525.739,Pre,107,Luca Maestri,Chief Financial Officer,90% of Apple Music users on iOS 14 have already used these new features.,-3.14E-06,54.22905484,0
AAPL,2021,1,1538.908,Pre,108,Luca Maestri,Chief Financial Officer,"In payment services, we continue to expand our coverage, with nearly 90% of stores in the United States now accepting Apple Pay, so that customers can easily have a touchless payments experience.",0.999655691,55.22871053,0
AAPL,2021,1,1549.236,Pre,109,Luca Maestri,Chief Financial Officer,"Wearables, home and accessories grew 30% year over year to 13 billion, setting new all-time revenue records in every geographic segment.",0.999999995,56.22871052,0
AAPL,2021,1,1555.181,Pre,110,Luca Maestri,Chief Financial Officer,"As a result of this strong performance, our wearables business is now the size of a Fortune 120 company.",0.999998898,57.22870942,0
AAPL,2021,1,1568.452,Pre,111,Luca Maestri,Chief Financial Officer,"Importantly, Apple Watch continues to extend its reach with nearly 75% of the customers purchasing Apple Watch during the quarter being new to the product.",0.999992455,58.22870188,0
AAPL,2021,1,1580.541,Pre,112,Luca Maestri,Chief Financial Officer,"We're very excited about the future of this category and believe that our integration of hardware, software, and services uniquely positions us to provide great customer experience in this category.",0.999999998,59.22870187,0
AAPL,2021,1,1591.569,Pre,113,Luca Maestri,Chief Financial Officer,"Next, I'd like to talk about Mac.",-0.000333159,59.22836872,0
AAPL,2021,1,1598.433,Pre,114,Luca Maestri,Chief Financial Officer,"We set a December quarter record for revenue at $8.7 billion, up 21% over last year.",0.999999998,60.22836871,0
AAPL,2021,1,1610.68,Pre,115,Luca Maestri,Chief Financial Officer,"We grew strong double digits in each geographic segment and set all-time revenue records in Europe and rest of Asia Pacific, as well as December quarter records in the Americas, Greater China, and Japan.",0.999999997,61.22836871,0
AAPL,2021,1,1621.677,Pre,116,Luca Maestri,Chief Financial Officer,"This performance was driven by strong demand for the new MacBook Air, MacBook Pro, and Mac Mini, all powered by our brand new M1 chip.",0.999999995,62.22836871,0
AAPL,2021,1,1627.59,Pre,117,Luca Maestri,Chief Financial Officer,"iPad performance was also very impressive, with revenue of 8.4 billion, up 41%.",0.999999998,63.2283687,0
AAPL,2021,1,1634.183,Pre,118,Luca Maestri,Chief Financial Officer,"We grew very strong double digits in every geographic segment, including an all-time record in Japan.",0.999999995,64.2283687,0
AAPL,2021,1,1641.066,Pre,119,Luca Maestri,Chief Financial Officer,"During the quarter, the all-new iPad Air became available, and customer response has been terrific.",0.999999991,65.22836869,0
AAPL,2021,1,1660.015,Pre,120,Luca Maestri,Chief Financial Officer,"Both Mac and iPad are incredibly relevant products for our customers in the current working and learning environments, and we are delighted that the most recent surveys of consumers from 451 Research measured customer satisfaction at 93% for Mac and 94% for iPad.",0.999999991,66.22836868,0
AAPL,2021,1,1675.608,Pre,121,Luca Maestri,Chief Financial Officer,"With this level of customer satisfaction, and with around half of the customers purchasing Mac and iPad during the quarter being new to that product, The active install base for both products continues to grow nicely and reach new all-time highs.",0.99999999,67.22836867,0
AAPL,2021,1,1683.696,Pre,122,Luca Maestri,Chief Financial Officer,"In the enterprise market, we are seeing many businesses shifting their technology investment in response to COVID.",-0.017328614,67.21104006,0
AAPL,2021,1,1692.105,Pre,123,Luca Maestri,Chief Financial Officer,One example is how businesses are handling their hundreds of millions of office desk phones while more employees are working remotely.,2.43E-05,67.21106437,0
AAPL,2021,1,1702.639,Pre,124,Luca Maestri,Chief Financial Officer,"Last quarter, Mitsubishi UFG Bank, one of the largest banks in the world, announced that it will be replacing 75% of its fixed phones with iPhones.",-1.33E-05,67.21105111,0
AAPL,2021,1,1709.845,Pre,125,Luca Maestri,Chief Financial Officer,"By doing so, it expects to realize significant cost savings while providing a secure mobile platform to employees.",0.999999966,68.21105108,0
AAPL,2021,1,1717.077,Pre,126,Luca Maestri,Chief Financial Officer,We're also pleased with the rapid adoption of the Mac employee choice program among the world's leading businesses.,0.999999996,69.21105107,0
AAPL,2021,1,1722.661,Pre,127,Luca Maestri,Chief Financial Officer,"We're seeing improved productivity, increased employee satisfaction and talent retention.",0.999999995,70.21105107,0
AAPL,2021,1,1734.91,Pre,128,Luca Maestri,Chief Financial Officer,"With the introduction of M1 powered Macs, we're excited to extend these experiences to an even broader range of customers and employees, especially in times of increased remote working.",0.999998185,71.21104925,0
AAPL,2021,1,1740.694,Pre,129,Luca Maestri,Chief Financial Officer,Let me now turn to our cash position.,-0.00066229,71.21038696,0
AAPL,2021,1,1751.961,Pre,130,Luca Maestri,Chief Financial Officer,"We ended the quarter with almost $196 billion in cash plus marketable securities and retired $1 billion of maturing debt, leaving us with total debt of $112 billion.",5.04E-07,71.21038747,0
AAPL,2021,1,1756.084,Pre,131,Luca Maestri,Chief Financial Officer,"As a result, net cash was $84 billion at the end of the quarter.",2.18E-05,71.21040931,1
AAPL,2021,1,1774.513,Pre,132,Luca Maestri,Chief Financial Officer,"We returned over $30 billion to shareholders during the December quarter, including $3.6 billion in dividends and equivalents and $24 billion through open market repurchases of 200 million Apple shares as we continue on our path to reaching a net cash neutral position over time.",0.994049742,72.20445905,0
AAPL,2021,1,1785.797,Pre,133,Luca Maestri,Chief Financial Officer,"As we move ahead into the March quarter, I'd like to provide some color on what we are seeing, which includes the types of forward-looking information that Tejas referred to at the beginning of the call.",-1.09E-05,72.20444811,0
AAPL,2021,1,1793.897,Pre,134,Luca Maestri,Chief Financial Officer,"Given the continued uncertainty around the world in the near term, we will not be guiding to a specific revenue range.",-0.109909501,72.09453861,0
AAPL,2021,1,1804.285,Pre,135,Luca Maestri,Chief Financial Officer,"However, we are providing some directional insights, assuming the COVID-related impacts to our business do not worsen from our current assumptions for the quarter.",-0.000812552,72.09372606,0
AAPL,2021,1,1816.775,Pre,136,Luca Maestri,Chief Financial Officer,"For total company revenue, we believe growth will accelerate on a year-over-year basis and, in aggregate, follow typical seasonality on a sequential basis.",0.999999998,73.09372606,0
AAPL,2021,1,1821.049,Pre,137,Luca Maestri,Chief Financial Officer,"At the product category level, keep in mind two items.",-1.41E-05,73.09371194,0
AAPL,2021,1,1829.993,Pre,138,Luca Maestri,Chief Financial Officer,"First, during the March quarter last year, we saw elevated activity in our digital services as lockdowns occurred around the world.",-0.992242661,72.10146928,0
AAPL,2021,1,1833.974,Pre,139,Luca Maestri,Chief Financial Officer,So our services business faces a tougher year-over-year comparison.,-0.982244082,71.1192252,0
AAPL,2021,1,1843.338,Pre,140,Luca Maestri,Chief Financial Officer,"Second, we believe the year-over-year growth in the wearables, home, and accessories category will decelerate compared to Q1.",-0.999999466,70.11922573,0
AAPL,2021,1,1850.345,Pre,141,Luca Maestri,Chief Financial Officer,"As you know, we were chasing demand on AirPods last year as we expand the channel inventory from Q1 to Q2.",0.44930299,70.56852872,0
AAPL,2021,1,1858.369,Pre,142,Luca Maestri,Chief Financial Officer,"This year, we plan to decrease AirPods channel inventory as is typical after the holiday quarter.",-0.010870835,70.55765789,0
AAPL,2021,1,1863.011,Pre,143,Luca Maestri,Chief Financial Officer,We expect gross margin to be similar to the December quarter.,-8.01E-06,70.55764988,0
AAPL,2021,1,1866.332,Pre,144,Luca Maestri,Chief Financial Officer,We expect OPEX to be between 10.7 and 10.9 billion.,-3.41E-06,70.55764647,0
AAPL,2021,1,1867.633,Pre,145,Luca Maestri,Chief Financial Officer,We expect OINE to be around 50 million.,-2.38E-05,70.55762271,0
